target_word,freq,LenChar,VowConRatio,label
آی‌او‌اس,449,8.0,0.67,0
مسلسل,2984,5.0,0.6,0
جهت‌گیری,14663,8.0,0.5,0
برداشته‌اند,3554,11.0,0.71,0
سربرنیتسا,609,9.0,1.0,0
شلیا,481,4.0,1.5,0
الملائک,415,7.0,0.67,0
وافاد,1319,5.0,0.67,0
هو‌اد‌ا‌ران,200,11.0,0.83,0
کاروانسرا,6973,9.0,1.0,0
دولاب,663,5.0,0.67,0
بسکی,107,4.0,0.67,0
باقیست,1091,6.0,0.5,0
میلیون‌دلار,256,11.0,1.0,0
همینطور,16617,7.0,0.5,0
زین‌آباد,131,8.0,1.0,0
گلریزان,2142,7.0,0.8,0
اهل‌بیت,41143,7.0,0.6,0
والده,2478,5.0,0.5,0
التعذیب,1072,7.0,0.5,0
خدمتگزاری,3070,9.0,0.38,0
بدسلیقگی,316,8.0,1.0,0
الادوی,161,6.0,1.0,0
الوهمی,129,6.0,1.0,0
وانتهاء,101,7.0,0.75,0
آبیشک,175,5.0,0.75,0
بومی,66740,4.0,1.0,0
بحمدالله,3745,8.0,0.67,0
جاف,188,3.0,0.25,0
زیگورات,511,7.0,0.75,0
تحریف‌نشده,112,10.0,0.71,0
اسعار,915,5.0,0.5,0
واق,212,3.0,0.5,0
قدیم,158910,4.0,0.67,0
رییس‌زاده,120,9.0,1.0,0
ویژگی,204103,5.0,0.5,0
الکتورال,117,8.0,0.71,0
پرین,309,4.0,0.67,0
پوزش,2883,4.0,0.67,0
ضمیمه,9906,5.0,0.75,0
بینر,346,4.0,0.67,0
میانه‌رو,8046,8.0,1.25,0
کاتالونیایی,360,11.0,1.0,0
دهنده,30464,5.0,0.75,0
استحکامات,1640,9.0,0.57,0
ای‌ام‌اس,133,8.0,0.75,0
ریویرا,197,6.0,1.33,0
فمینیسم,1511,7.0,0.6,0
ارائ,944,4.0,0.67,0
هواتفهم,119,7.0,0.67,0
مدیرفنی,1007,7.0,0.57,0
جانگ,1145,4.0,0.2,0
مهره‌دار,873,8.0,0.67,0
ولی,668582,3.0,1.0,0
احیاء,13357,5.0,1.0,0
وابستگی,52819,7.0,0.8,0
حفظ‌شده,2674,7.0,0.5,0
زائور,110,5.0,0.67,0
امیدوار,314082,7.0,1.0,0
الاعتداءات,596,10.0,1.2,0
کامران,16267,6.0,0.5,0
اقرار,7544,5.0,0.5,0
گلیال,128,5.0,1.0,0
مقدس,174741,4.0,0.5,0
یاخته,2423,5.0,0.67,0
فخری,1152,4.0,0.67,0
ومنح,110,4.0,0.5,0
شجاعت,17820,5.0,0.5,0
حوره,187,4.0,1.0,0
سوچی,2638,4.0,0.5,0
وصدا,169,4.0,0.67,0
تخریب,115831,5.0,0.5,0
مقننه,11741,5.0,0.75,0
چغندرقند,5522,8.0,0.62,0
الاشار,421,6.0,0.75,0
فعل,13980,3.0,0.33,0
اسئل,157,4.0,0.5,0
زوما,642,4.0,0.67,0
بازخورد,12874,7.0,0.33,0
شفاخانه,194,7.0,1.0,0
المحشی,115,6.0,1.0,0
فایلها,567,6.0,0.75,0
نمونه‌هاست,139,10.0,0.83,0
الأصیل,165,6.0,0.75,0
نخ,14888,2.0,0.5,0
گایا,479,4.0,1.0,0
لوفت,1115,4.0,0.5,0
لاپاز,291,5.0,1.0,0
مبالغ,35447,5.0,0.75,0
بیانیه,163488,6.0,1.0,0
لوسرن,105,5.0,0.75,0
هاپ,937,3.0,0.5,0
پیچ,17102,3.0,0.33,0
نمک,44925,3.0,0.67,0
پیش‌گرفته,12290,9.0,0.67,0
مصلحت‌اندیشی,1711,12.0,0.5,0
أنها,5959,4.0,0.67,0
کینوا,365,5.0,1.5,0
کیه,1269,3.0,0.5,0
کرکر,106,4.0,0.5,0
شیبه,132,4.0,0.67,0
قزل‌قلعه,437,8.0,0.71,0
متیلاسیون,145,9.0,1.0,0
تیب,129,3.0,0.5,0
کاسا,311,4.0,1.0,0
أخر,173,3.0,0.67,0
میلیو,184,5.0,1.0,0
حوصله,12428,5.0,0.75,0
لوریس,1690,5.0,0.67,0
جرید,368,4.0,0.4,0
المالکی,4634,7.0,0.8,0
فوتبال,598488,6.0,0.5,0
اعتضادالسلطنه,114,13.0,0.78,0
دموکرات‌های,1348,11.0,0.86,0
اک,345,2.0,0.5,0
مت,3807,2.0,0.5,0
متقاعد,12649,6.0,0.8,0
مآلا,166,4.0,1.0,0
امله,792,4.0,0.5,0
برلیناله,213,8.0,0.8,0
سوءاستفاده,29099,10.0,0.83,0
بیسیک,411,5.0,0.67,0
مفقود,19089,5.0,0.5,0
زینتهن,112,6.0,0.75,0
درمی‌آید,3809,8.0,0.67,0
گردون,1556,5.0,0.5,0
مصرف‌گرا,124,8.0,0.67,0
ریگا,578,4.0,1.0,0
گابو,150,4.0,1.0,0
لات,1315,3.0,0.5,0
گوشت,219761,4.0,0.33,0
محمد‌علی,450,8.0,0.83,0
الطاغی,157,6.0,0.75,0
خسته,30830,4.0,0.67,0
ناچارید,181,7.0,0.8,0
تعیق,110,4.0,0.67,0
شقیق,482,4.0,0.67,0
بیت‌سعید,462,8.0,1.0,0
وازنیک,119,6.0,0.75,0
محارب,2899,5.0,0.75,0
سهمانی,2552,6.0,0.75,0
ترجیحات,1542,7.0,0.43,0
فلگ,127,3.0,0.33,0
نظر,1547629,3.0,0.67,0
بادوام,4618,6.0,0.75,0
ساردنی,272,6.0,0.75,0
زوده,101,4.0,0.67,0
تبنی,694,4.0,0.67,0
بشیم,494,4.0,0.67,0
بپرورانند,160,9.0,0.71,0
خاطره‌ساز,150,9.0,0.67,0
گرامی‌داشت,1214,10.0,0.33,0
قدسیه,181,5.0,1.0,0
باتن,577,4.0,0.67,0
طبا,5277,3.0,1.0,0
یادنامه,450,7.0,0.75,0
نظمیه,540,5.0,1.0,0
افتادگی,3976,7.0,0.6,0
یاریس,1368,5.0,0.67,0
شتاب,39211,4.0,0.67,0
صباح,10185,4.0,0.67,0
تغییریافته,582,10.0,0.83,0
فریحا,397,5.0,1.0,0
بحقه,300,4.0,0.67,0
موغله,106,5.0,0.75,0
نوآور,44442,5.0,0.6,0
شاخص‌سازی,123,9.0,0.8,0
نشاند,2198,5.0,0.5,0
پاپیلوما,173,8.0,0.8,0
أمریکیا,116,7.0,1.25,0
پتاسیم,13114,6.0,1.0,0
کوپتر,2207,5.0,0.6,0
کارکردن,2801,7.0,0.5,0
اولیاء,4492,6.0,0.75,0
لاتاری,691,6.0,1.0,0
وسیاه,114,5.0,1.0,0
هم‌فکری,1452,7.0,0.67,0
چندگانگی,633,8.0,0.67,0
طماع,223,4.0,0.67,0
آدولف,2636,5.0,0.75,0
السیاسیون,111,9.0,0.71,0
نجات‌غریق,934,9.0,0.56,0
معیت,830,4.0,1.0,0
انند,148,4.0,0.5,0
گازو,176,4.0,1.0,0
آذوقه,1513,5.0,1.0,0
بالاجبار,996,8.0,0.43,0
کارخونه,106,7.0,0.75,0
گالری‌ها,1013,8.0,0.6,0
منفرد,6666,5.0,0.6,0
صد‌میلیون,104,9.0,0.67,0
اعتمادالدوله,178,12.0,0.88,0
المفترض,599,7.0,0.67,0
هسین,101,4.0,0.67,0
پیروس,120,5.0,0.67,0
العصور,114,6.0,0.75,0
ومنطقه‌ای,109,9.0,0.83,0
الاقلیات,140,8.0,1.0,0
گلودرد,2593,6.0,0.6,0
الکتاب,2240,6.0,0.8,0
تکونوا,247,6.0,0.75,0
سپرده‌پذیری,176,11.0,1.0,0
آنتوان,2581,6.0,0.6,0
انطلاقا,519,7.0,0.8,0
هیت,3298,3.0,0.33,0
رادیسون,127,7.0,0.75,0
خواستهباشند,170,11.0,0.86,0
الملک,7648,5.0,0.6,0
کله‌قند,287,7.0,0.67,0
طباع,4993,4.0,0.67,0
گوادر,1277,5.0,0.75,0
وردت,379,4.0,0.5,0
درآخر,223,5.0,0.75,0
بحران‌زده,2848,9.0,0.83,0
فونها,103,5.0,0.75,0
رودیگر,197,6.0,0.75,0
الوزاری,597,7.0,1.0,0
آرزو,75387,4.0,1.0,0
عزاء,346,4.0,0.67,0
فرزندانم,2777,8.0,0.43,0
زندانی‌شده,1051,10.0,0.57,0
الفوری,543,6.0,1.0,0
بادیه,738,5.0,1.5,0
هزاز,104,4.0,0.67,0
سروپلاک,257,7.0,0.75,0
پسین,2004,4.0,0.67,0
المزه,126,5.0,0.75,0
نافذ,3003,4.0,0.67,0
مهدی‌آباد,1305,9.0,0.67,0
مشاعره,626,6.0,0.8,0
کربکندی,343,7.0,0.67,0
مادربرد,8655,7.0,0.5,0
فربه,1972,4.0,0.67,0
بی‌انگیزگی,1589,10.0,1.5,0
عنوانی,6486,6.0,1.33,0
متوهمانه,198,8.0,0.83,0
هادر,571,4.0,0.67,0
دنیائی,137,6.0,1.33,0
ساتراپ,356,6.0,0.75,0
جاناتان,2819,7.0,0.5,0
جاوا,3723,4.0,0.5,0
بیمارگونه,1557,9.0,0.8,0
اسلام‌خواهی,375,11.0,1.0,0
بی‌شک,21489,5.0,0.5,0
خیریه,34777,5.0,1.5,0
یستحق,201,5.0,0.75,0
روژا,110,4.0,1.0,0
عبدو,230,4.0,0.67,0
اهالی,86249,5.0,1.0,0
دوومیدانی,5557,9.0,0.8,0
آندرا,923,5.0,0.75,0
پرکار,9071,5.0,0.5,0
اپراتور,73829,7.0,0.67,0
اسنپ,10715,4.0,0.5,0
الأوان,124,6.0,1.33,0
فایف,122,4.0,0.67,0
شلیک‌شده,2346,8.0,0.8,0
برف,53994,3.0,0.33,0
عجایب,3605,5.0,0.5,0
خارجی‌هایی,191,10.0,1.0,0
سالمون,2899,6.0,0.5,0
آیوا,429,4.0,1.0,0
اولترابوک‌های,179,13.0,0.78,0
ممنوع‌الملاقات,118,14.0,0.75,0
درپایان,3463,7.0,0.6,0
بررسی‌شده,7183,9.0,0.57,0
مراجع,83324,5.0,0.5,0
اسکیلستونا,117,10.0,0.86,0
پادشاهانی,127,9.0,0.67,0
پنهان‌شده,2540,9.0,0.43,0
ثاخت,103,4.0,0.33,0
اقیانوس,35157,7.0,1.0,0
لحلف,160,4.0,0.5,0
ضرورت,149866,5.0,0.75,0
افکندهاست,1160,9.0,0.38,0
اعلن,2791,4.0,0.5,0
بمب‌باران,122,9.0,0.67,0
اسفندانی,117,8.0,0.67,0
فینگیلیش,1089,8.0,0.75,0
وما,6414,3.0,1.0,0
حالشون,130,6.0,1.0,0
منار,1410,4.0,0.67,0
آزرد,127,4.0,0.5,0
متناوبا,271,7.0,1.25,0
خطابه,2619,5.0,1.0,0
محتشم,4611,5.0,0.6,0
درهمین,5272,6.0,0.6,0
الارشاد,308,7.0,1.0,0
دوجنسی,122,6.0,1.0,0
وارقام,129,6.0,0.75,0
تدوین,127697,5.0,0.75,0
الجبری,300,6.0,0.8,0
ارکان,29560,5.0,0.5,0
اصلاحیه,20472,7.0,1.0,0
کرایسیس,201,7.0,0.75,0
توجهات,6486,6.0,0.33,0
شیرین‌کن‌ها,163,11.0,0.83,0
مرزن‌آباد,6680,9.0,0.67,0
مادیات,1533,6.0,1.0,0
شیطان‌صفت,1743,9.0,0.5,0
پانورامیک,274,9.0,0.8,0
وخون,157,4.0,0.67,0
جلوس,1474,4.0,0.4,0
راکتی,1279,5.0,0.67,0
شناسائی,2223,7.0,0.75,0
برف‌پاک‌کن,921,10.0,0.25,0
قرنیه,4658,5.0,1.0,0
زودفود,239,6.0,0.75,0
وفاء,198,4.0,0.67,0
عقبایی,6820,6.0,1.33,0
لثارات,230,6.0,0.75,0
ماه‌هاست,1112,8.0,0.6,0
پنیر,24266,4.0,0.67,0
میشائیل,925,7.0,0.75,0
تدبر,2123,4.0,0.5,0
نکیند,124,5.0,0.75,0
زائو,173,4.0,1.0,0
یونپ,111,4.0,0.67,0
رادولف,292,6.0,0.75,0
النعمان,278,7.0,0.67,0
خودران‌ها,247,9.0,0.83,0
جید,2177,3.0,0.2,0
کود‌تا,150,6.0,1.0,0
الفیدرالی,247,9.0,0.67,0
گاوسی,169,5.0,0.67,0
موسیقیدان‌ها,134,12.0,1.0,0
بدافزارها,2335,9.0,0.83,0
سیدتقی,1216,6.0,1.0,0
ریزعلی,244,6.0,0.75,0
الصباح,2494,6.0,0.75,0
شهرو,287,4.0,0.67,0
حمیل,431,4.0,0.67,0
یاماموتو,178,8.0,0.8,0
شهردارانی,110,9.0,0.8,0
گمشده,12665,5.0,0.75,0
گناهانم,168,7.0,0.8,0
اپراتورهای,43022,10.0,0.75,0
تکایا,1473,5.0,1.5,0
ورز,1770,3.0,0.33,0
رتل,183,3.0,0.67,0
غیراجتماعی,136,10.0,0.71,0
خوابید#خواب,35952,5.0,0.71,0
هواوی,26807,5.0,0.75,0
الحاجی,150,6.0,0.75,0
گریو,135,4.0,1.0,0
مبارزین,1024,7.0,0.8,0
عریض,5504,4.0,0.67,0
عادل,44143,4.0,0.67,0
عزیزانم,336,7.0,0.8,0
آنهائی,217,6.0,0.75,0
والأرض,341,6.0,0.75,0
صراعات,168,6.0,0.75,0
وطیور,471,5.0,0.75,0
چندم,2405,4.0,0.4,0
آمرزنده,352,7.0,0.67,0
الحلول,430,6.0,0.75,0
آسیاب,7438,5.0,1.0,0
دزدانی,107,6.0,0.75,0
پاچینو,250,6.0,0.75,0
کندو,9209,4.0,0.67,0
انتهایش,329,7.0,0.67,0
تکنواز,243,6.0,0.75,0
ای‌میلی,116,7.0,0.75,0
دولومیت,299,7.0,0.75,0
پلیمراز,232,7.0,0.75,0
رفع,263607,3.0,0.33,0
فطره,2613,4.0,0.67,0
ضعیفا,138,5.0,0.75,0
شهسوارانی,105,9.0,1.0,0
فیروزه,6543,6.0,1.0,0
ماتئوس,352,6.0,0.75,0
انگشت,37985,5.0,0.4,0
پلاکاردهای,547,10.0,0.83,0
چهاردهمین,8448,9.0,0.71,0
بلقیس,923,5.0,0.5,0
ولسوالی,2366,7.0,1.0,0
موازی‌کاری,1048,10.0,1.2,0
بنشر,437,4.0,0.5,0
من‌سیتی,167,7.0,1.25,0
تجهیز,47307,5.0,0.33,0
غوابش,108,5.0,0.75,0
قابل‌ملاحظه,8652,11.0,1.17,0
محصص,969,4.0,0.5,0
درگفت,2241,5.0,0.4,0
بتراشید,115,7.0,0.8,0
رامیرز,641,6.0,1.0,0
هوی,2313,3.0,0.67,0
هزارکیلومتر,142,11.0,0.75,0
منجر,237287,4.0,0.33,0
سوئد,53289,4.0,0.5,0
زاروبژنفت,641,9.0,0.67,0
نارندا,199,6.0,0.75,0
چوبو,177,4.0,0.67,0
هالووین,961,7.0,0.8,0
آیتم,11166,4.0,1.0,0
عبدالعاطی,126,9.0,0.83,0
بازگو,11949,5.0,0.67,0
ترازو,4186,5.0,1.0,0
اکسیده,459,6.0,0.75,0
واداره,158,6.0,0.75,0
بردفورد,212,7.0,0.67,0
اللوجستی,261,8.0,0.71,0
ایس,278,3.0,0.5,0
مهند,393,4.0,0.5,0
ریخت,13299,4.0,0.67,0
لایولی,108,6.0,1.0,0
والامارات,429,9.0,0.8,0
فاست,241,4.0,0.33,0
اقتصا,116,5.0,0.75,0
فتح‌المبین,629,10.0,0.71,0
أزم,1471,3.0,0.33,0
مصرح,2146,4.0,0.5,0
گرانقدری,465,8.0,0.67,0
ابین,502,4.0,0.67,0
منتشره,11566,6.0,0.6,0
تله‌کابین,1590,9.0,0.71,0
به‌فرمان,128,8.0,1.0,0
کنف,623,3.0,0.67,0
اتوبوسرانی,9959,10.0,0.71,0
اعتمادی‌ها,111,10.0,0.83,0
سیصدو,150,5.0,0.75,0
اندیشیده,4546,8.0,0.8,0
توانگر,7355,6.0,0.6,0
گیدو,250,4.0,1.0,0
عدمه,103,4.0,0.5,0
لیورنو,170,6.0,1.33,0
تکتم,197,4.0,0.5,0
خواهدجنگید,165,10.0,0.86,0
ممشلی,139,5.0,0.75,0
کفایت,23396,5.0,0.75,0
خواهمگفت,1336,8.0,0.5,0
الازم,3358,5.0,0.75,0
استراحتگاه,933,10.0,0.57,0
وأسفر,117,5.0,0.75,0
همولیتیک,228,8.0,0.8,0
سپیده‌دم,1341,8.0,0.5,0
براو,124,4.0,0.67,0
چندصدهزار,155,9.0,0.67,0
بازایابی,296,8.0,1.0,0
نصرت,8422,4.0,0.5,0
شرجی,1167,4.0,0.4,0
اللاتی,124,6.0,0.75,0
فردریش,982,6.0,0.6,0
الأخطر,124,6.0,0.8,0
البنیان,164,7.0,0.8,0
مادرخوانده,259,10.0,0.83,0
آغازشده,1361,7.0,0.8,0
پیشرانه,12109,7.0,0.75,0
پرآب,2673,4.0,0.67,0
سبزوا,104,5.0,1.0,0
هلیله,236,5.0,1.0,0
گزارشبانکداری,119,13.0,0.7,0
مهامها,203,6.0,0.75,0
سکیوریتیز,203,9.0,0.83,0
اسکوپوس,1020,7.0,0.5,0
وردید#ورد,432,4.0,0.43,0
همامی,220,5.0,1.0,0
یروا,116,4.0,1.5,0
العقیلی,235,7.0,0.67,0
کلاک,2433,4.0,0.67,0
بازیا,195,5.0,1.5,0
منایع,537,5.0,0.75,0
بعلت,3221,4.0,0.5,0
کورانی,212,6.0,1.0,0
محاید,120,5.0,0.75,0
تعزیه‌خوانی,692,11.0,0.75,0
ممتد,2689,4.0,0.5,0
نویسنده,115350,7.0,0.67,0
اصاب,744,4.0,0.67,0
تسلیما,137,6.0,0.75,0
فقلت,187,4.0,0.75,0
تقتل,496,4.0,0.5,0
منصوبه,465,6.0,0.75,0
لسانه,169,5.0,1.0,0
میرعلینقی,128,9.0,0.8,0
بالأمم,123,6.0,0.75,0
رذایل,730,5.0,0.75,0
تولی‌گری,322,8.0,1.0,0
حق‌شناسی,258,8.0,0.67,0
مقوله,37827,5.0,1.0,0
منزه,1330,4.0,0.67,0
شکوهمندانه,105,10.0,1.0,0
الاداری,229,7.0,0.75,0
کاراگاه,446,7.0,0.75,0
مالیات‌ستانی,485,12.0,1.4,0
صحرانشین,153,8.0,0.8,0
دوسالی,315,6.0,1.0,0
الأفریقی,182,8.0,0.8,0
ساخته‌شد,237,8.0,0.67,0
طرفدارانشان,527,11.0,0.67,0
ابوالغیط,380,8.0,1.0,0
سرشناس,26091,6.0,0.4,0
موشیه,118,5.0,1.5,0
کهنوج,4469,5.0,0.75,0
میتوانند,3401,8.0,0.57,0
آرد,23532,3.0,0.33,0
تانا,261,4.0,1.0,0
هم‌تیمی,4609,7.0,0.6,0
وترکیا,1811,6.0,0.6,0
بازیافتن,226,8.0,0.8,0
ارد,2160,3.0,0.33,0
الترابوک‌های,144,12.0,0.78,0
بحارالانوار,2477,11.0,1.0,0
رهانید,183,6.0,0.75,0
تیمز,445,4.0,0.67,0
بلاگفا,322,6.0,0.75,0
بابازاده,1383,8.0,1.0,0
رویاهایم,191,8.0,1.0,0
التعدیل,148,7.0,0.8,0
برعلیه,1630,6.0,0.75,0
لوگو,4875,4.0,1.0,0
نیرومند,7137,7.0,0.6,0
اضافی,33075,5.0,1.0,0
واسطه‌گری,6460,9.0,0.67,0
قالی‌باف,263,8.0,1.0,0
کوناکری,402,7.0,1.0,0
به‌هرحال,5565,8.0,0.67,0
مشاجرات,1210,7.0,0.57,0
قعرنشینی,109,8.0,0.67,0
حضن,146,3.0,0.33,0
کانالیزه,590,8.0,0.8,0
بارو,2547,4.0,1.0,0
دل‌خوش,1541,6.0,0.5,0
لاندا,290,5.0,0.67,0
شرق,324051,3.0,0.33,0
تهدیدا,797,6.0,0.75,0
محمدکریم,239,8.0,0.83,0
خفن,409,3.0,0.67,0
بوابات,255,6.0,0.75,0
عمامه,1986,5.0,0.75,0
دلخواه,19206,6.0,0.75,0
اسکودا,511,6.0,0.75,0
قابوس,3135,5.0,0.67,0
میتسوهیده,193,9.0,0.83,0
غزه,37505,3.0,1.0,0
لکسوس,7006,5.0,1.0,0
پتروریگ,117,7.0,0.8,0
برچسب‌ها‌های,1140,12.0,0.62,0
یوزباشی,125,7.0,0.75,0
افت,151199,3.0,0.33,0
معجزات,1819,6.0,0.43,0
تذکر,49019,4.0,0.5,0
سست‌عنصر,176,8.0,0.67,0
تکفیریهای,115,9.0,0.67,0
آنژیوگرافی,1333,10.0,0.86,0
سیمینوف,135,7.0,0.75,0
کانیته,123,6.0,1.0,0
وسع,2319,3.0,0.33,0
انحصارا,765,7.0,0.75,0
تاریخ‌گذاری,209,11.0,0.71,0
عمار,20296,4.0,0.67,0
گاوس,382,4.0,0.67,0
رستن,135,4.0,0.5,0
کوکب,1150,4.0,0.5,0
لائیسیته,143,8.0,0.67,0
برانگیختند,147,10.0,0.71,0
الحاج,1749,5.0,0.33,0
تأثیرگذارند,306,11.0,1.0,0
ورین,110,4.0,0.67,0
الظواهری,1362,8.0,0.57,0
جوار,7905,4.0,0.4,0
بوسان,1360,5.0,0.67,0
آل‌محمد,128,7.0,0.67,0
خودران,10740,6.0,0.6,0
اونم,1741,4.0,0.5,0
یفقد,185,4.0,0.5,0
وحالا,285,5.0,1.0,0
داویت,415,5.0,0.75,0
دندانپزشکی,16834,10.0,0.62,0
خوراکی‌های,6275,10.0,1.0,0
کارپی,166,5.0,0.67,0
خیارات,580,6.0,1.0,0
ژیلت,343,4.0,0.67,0
حشم,383,3.0,0.67,0
قنا,5906,3.0,1.0,0
التعلیقات,156,9.0,0.71,0
بذاریم,216,6.0,0.75,0
میاه,840,4.0,1.0,0
امینی‌خواه,102,10.0,0.83,0
أس,153,2.0,0.5,0
ساتبا,502,5.0,0.67,0
سیدرضی,264,6.0,0.75,0
ویلهلم,1702,6.0,1.0,0
بیلیاردباز,119,10.0,0.83,0
مودر,110,4.0,0.5,0
دیازپام,440,7.0,0.75,0
گرفتهشوند,3284,9.0,0.3,0
مینیمال,341,7.0,1.0,0
شیدا,6080,4.0,0.67,0
عمده,183101,4.0,0.67,0
یاداور,910,6.0,0.75,0
مالکیه,111,6.0,1.0,0
نظرات,123028,5.0,0.75,0
موجک,137,4.0,0.33,0
لجن,5696,3.0,0.4,0
هوجو,202,4.0,0.4,0
دست‌نویس,1087,8.0,0.43,0
اسود,427,4.0,1.0,0
عمروحوادث,169,9.0,0.71,0
کیلوبایت,2004,8.0,0.8,0
الان,141425,4.0,0.67,0
شهزاده,144,6.0,0.75,0
به‌درستی,3137,8.0,0.57,0
الهلال,11154,6.0,0.6,0
افندی,941,5.0,0.75,0
آشنا,114864,4.0,0.67,0
کنتورسازی,1427,9.0,0.83,0
میرهای,1022,6.0,0.5,0
تشجع,102,4.0,0.33,0
باباخانی,295,8.0,1.0,0
بی‌شعور,241,7.0,1.0,0
سبتمبر,12651,6.0,0.5,0
چیپس,5155,4.0,0.25,0
زبیر,2376,4.0,0.67,0
زائل,260,4.0,0.67,0
آمل,39692,3.0,0.67,0
دیوید,28350,5.0,0.75,0
پروراندن,273,8.0,0.83,0
متدولوژی,681,8.0,0.71,0
نمود,114237,4.0,0.67,0
شاور,119,4.0,0.67,0
گلس,2561,3.0,0.33,0
مگاوات,37672,6.0,0.75,0
آزاد‌راه,1094,8.0,0.5,0
تدام,192,4.0,1.0,0
توزیع,211039,5.0,0.5,0
پپ,3853,2.0,0.5,0
قابل‌لمس,2091,8.0,0.57,0
خودرو‌سازان,366,11.0,0.71,0
فشل,2209,3.0,0.33,0
صفحه‌نمایش,6442,10.0,0.5,0
مدیرحسابرسی,101,11.0,1.0,0
هیئتی‌ها,194,8.0,1.25,0
پوشاک,51981,5.0,0.67,0
وقتیه,122,5.0,1.0,0
الأسبوعی,107,8.0,0.67,0
د‌وران,399,6.0,0.75,0
ضدویروسی,387,8.0,0.83,0
شمرده‌شده,1297,9.0,0.57,0
رسیدهبود,24317,8.0,0.6,0
لزیاد,339,5.0,1.0,0
مامون,2290,5.0,0.67,0
نگاتیو,817,6.0,1.0,0
کسپرسکی,1079,7.0,0.5,0
ایزابل,1346,6.0,0.4,0
هکرهای,4912,6.0,0.4,0
والفوع,271,6.0,0.75,0
خانمحمدی,280,8.0,0.67,0
الغدیر,3775,6.0,0.6,0
نکات,80968,4.0,0.67,0
للجیش,3730,5.0,0.33,0
اینطوری,2453,7.0,0.75,0
افتخارآفرینی‌های,187,16.0,1.0,0
مواد‌مخدر,1082,9.0,0.44,0
آپادانا,1419,7.0,1.0,0
لقاح,1834,4.0,0.67,0
الینا,797,5.0,1.0,0
درعا,3625,4.0,1.0,0
مروگر,127,5.0,0.75,0
وینونا,189,6.0,1.0,0
لابراتورهای,135,11.0,1.17,0
خونگی,148,5.0,0.75,0
ایموبیلایزر,249,11.0,1.0,0
روباه,5698,5.0,0.67,0
وجنگ,174,4.0,0.17,0
ولفسبورگ,1366,8.0,0.5,0
سایت,387014,4.0,0.67,0
هدف‌گرا,103,7.0,0.8,0
سید,244040,3.0,0.5,0
الجزائر,1649,7.0,0.57,0
مداخله,31952,6.0,1.0,0
غوغا,3787,4.0,0.67,0
لداعش,1311,5.0,0.75,0
مشگل,180,4.0,0.5,0
کانی‌شناس,612,9.0,0.8,0
نپذیرفتهاست,1439,11.0,0.5,0
آنتونیا,356,7.0,0.8,0
مهرآور,896,6.0,0.67,0
بحیث,1443,4.0,0.67,0
فئودال,1119,6.0,0.6,0
بیگلربیگی,334,9.0,1.0,0
پوسیده,2620,6.0,1.0,0
فراساحلی,2373,8.0,0.8,0
حیف,6920,3.0,0.33,0
العافیه,122,7.0,1.0,0
رحمن,299,4.0,0.5,0
برلیان,658,6.0,1.0,0
انوشیروان,5771,9.0,0.83,0
ماهیگیری,7898,8.0,1.25,0
العلیا,2025,6.0,1.0,0
پراتیک,113,6.0,0.75,0
وغیاب,167,5.0,1.0,0
ارزیابی‌ها,3433,10.0,0.83,0
لمیاء,124,5.0,1.0,0
قوزه,142,4.0,1.0,0
مامورین,4387,7.0,0.75,0
زیرخانواده,1310,10.0,0.83,0
بنایراین,107,8.0,1.0,0
رسال,3933,4.0,0.67,0
خواهیو,1075,6.0,0.75,0
تروریستهایی,200,11.0,0.75,0
ستان,540,4.0,0.67,0
کامپیوترش,177,9.0,0.67,0
جاءت,1530,4.0,0.4,0
سیم‌خاردار,943,10.0,0.57,0
بعمق,167,4.0,0.5,0
یانا,154,4.0,1.0,0
آده,135,3.0,1.0,0
درنظر,24043,5.0,0.6,0
برابرند,646,7.0,0.67,0
گمشدگان,1079,7.0,0.67,0
یدع,107,3.0,1.0,0
خونمردگی,114,8.0,0.67,0
وبلوچستان,3379,9.0,0.71,0
پالت,1546,4.0,0.67,0
شیخ,92632,3.0,0.33,0
دوژانیرو,283,8.0,0.75,0
ابوالعباس,543,9.0,0.67,0
پرتال,4139,5.0,0.5,0
ینفی,350,4.0,0.5,0
تعزیت,566,5.0,0.75,0
یعیش,791,4.0,0.67,0
کوراش,392,5.0,0.67,0
همین‌طور,14754,8.0,0.67,0
مونتولیوو,194,9.0,0.86,0
چرخیدن,1297,6.0,0.5,0
یراهن,114,5.0,0.75,0
بشان,1339,4.0,0.67,0
فرهنگسازی,4552,9.0,0.71,0
اوست,61547,4.0,0.67,0
گرافیت,1784,6.0,0.75,0
جنم,148,3.0,0.4,0
گشاده‌رویی,347,10.0,0.86,0
مطلقه,5475,5.0,0.75,0
پراکند#پراکن,3661,5.5,0.67,0
استاندارد‌سازی,253,14.0,0.67,0
محمدو,169,5.0,0.75,0
برانیم,465,6.0,0.75,0
حیدرنیا,248,7.0,1.0,0
سولیکو,103,6.0,1.0,0
سیاووش,292,6.0,0.75,0
دوره‌دیده,405,9.0,0.8,0
یشاء,650,4.0,0.67,0
مرجان,10105,5.0,0.33,0
بروفه,325,5.0,1.0,0
قروض,278,4.0,0.67,0
مرغوبکار,104,8.0,0.67,0
کنگان,2738,5.0,0.5,0
ایمپرزا,251,7.0,0.75,0
النشره,1634,6.0,0.6,0
گذاردن,1357,6.0,0.6,0
وطن‌پرستانه,104,11.0,0.71,0
