target_word,freq,LenChar,VowConRatio,label
یختار,150,5.0,0.5,1
یادتون,587,6.0,0.5,1
اتوپایلوت,247,9.0,0.57,1
بازارپذیر,350,9.0,0.5,1
ابرماه,295,6.0,0.6,1
راندهشوند,254,9.0,0.57,1
منتقم,563,5.0,0.6,1
لأغراض,135,6.0,0.6,1
ستقام,156,5.0,0.5,1
دست‌فرمان,256,9.0,0.57,1
ننمودهاست,418,9.0,0.5,1
پرزنت,180,5.0,0.4,1
وتخصصی,143,6.0,0.6,1
المفاجئ,276,7.0,0.57,1
ددمنش,290,5.0,0.6,1
جنگال,253,5.0,0.33,1
غیرموجه,820,7.0,0.5,1
برآمدم,105,6.0,0.5,1
کایرین,427,6.0,0.5,1
پربیراه,160,7.0,0.6,1
آبچلیک,163,6.0,0.5,1
لجماع,611,5.0,0.5,1
تالبوت,570,6.0,0.5,1
اجرانشدن,136,8.0,0.44,1
وکشور,229,5.0,0.5,1
العبار,257,6.0,0.6,1
پیرولیز,213,7.0,0.6,1
شیرین‌سو,152,8.0,0.6,1
لوبلاگ,430,6.0,0.5,1
تلبیس,121,5.0,0.5,1
بازمی‌گرداند,775,12.0,0.62,1
سلطان‌آباد,880,10.0,0.57,1
دهلراناندیمشک,312,13.0,0.62,1
دیمه‌ور,128,7.0,0.5,1
للقضاء,581,6.0,0.6,1
چندماهی,505,7.0,0.5,1
بمکان,234,5.0,0.5,1
مهدورالدم,200,9.0,0.3,1
گنگام,118,5.0,0.5,1
المرتب,369,6.0,0.5,1
بهره‌بردای,122,10.0,0.5,1
وحقوق,846,5.0,0.5,1
کلاه‌کج,124,7.0,0.5,1
للتظاهر,153,7.0,0.6,1
سرخ‌رنگ,142,7.0,0.57,1
لینکش,115,5.0,0.5,1
اشکورات,143,7.0,0.6,1
ببغداد,204,6.0,0.6,1
سلینجر,151,6.0,0.43,1
پینترست,678,7.0,0.5,1
شهراد,107,5.0,0.5,1
لرزشگیر,788,7.0,0.5,1
ابرنواختری,150,10.0,0.57,1
گیخون,140,5.0,0.5,1
هلووین,104,6.0,0.6,1
گارانتی‌های,436,11.0,0.57,1
خاستند,242,6.0,0.4,1
بلیکس,226,5.0,0.5,1
سنجیدهشدهاست,165,12.0,0.42,1
سبکبال,195,6.0,0.4,1
زیردستانش,151,9.0,0.43,1
الإعدام,756,7.0,0.43,1
درسبد,140,5.0,0.4,1
برنخوریم,116,8.0,0.5,1
درموت,325,5.0,0.5,1
روسفید,655,6.0,0.5,1
گفتهخواهدشد,191,11.0,0.44,1
لوزون,222,5.0,0.5,1
گابلر,160,5.0,0.5,1
آن‌لاین,543,7.0,0.6,1
یقتصر,258,5.0,0.4,1
مکرتچیان,107,8.0,0.43,1
الحزن,217,5.0,0.6,1
کوبیسم,518,6.0,0.5,1
ضداجتماعی,867,9.0,0.44,1
تنگه‌هرمز,152,9.0,0.5,1
ارغنون,363,6.0,0.6,1
سیدکمال,861,7.0,0.33,1
آلتین,313,5.0,0.5,1
هربخش,121,5.0,0.4,1
شدجدول,192,6.0,0.33,1
میرافضلی,408,8.0,0.6,1
والتدخل,180,7.0,0.5,1
السلع,848,5.0,0.6,1
لیبرترین,209,8.0,0.57,1
کردآباد,133,7.0,0.5,1
سنگباران,130,8.0,0.5,1
مارگرت,168,6.0,0.4,1
کارگذاشته,347,9.0,0.29,1
کم‌بها,136,6.0,0.6,1
درمیانی,137,7.0,0.6,1
ایرلاینی,462,8.0,0.6,1
برنمی‌گردم,149,10.0,0.44,1
تفرقه‌انگیز,606,11.0,0.5,1
المولد,233,6.0,0.4,1
هکمتان,124,6.0,0.4,1
سکونشین,148,7.0,0.6,1
سولفوره,109,7.0,0.6,1
میثاق‌نامه,643,10.0,0.57,1
حاج‌احمد,135,8.0,0.57,1
مرداماه,106,7.0,0.6,1
الشهدای,474,7.0,0.5,1
سپیددشت,345,7.0,0.5,1
تیشرت,376,5.0,0.5,1
پالنگان,282,7.0,0.6,1
ثعلبه,106,5.0,0.6,1
ساجده,341,5.0,0.29,1
حوداث,158,5.0,0.5,1
گلدون,254,5.0,0.5,1
دانستهمی‌شد,200,11.0,0.62,1
اسپایر,138,6.0,0.6,1
اسلوانی,143,7.0,0.5,1
یمارسون,116,7.0,0.4,1
گرانده,770,6.0,0.6,1
حجازی‌فر,360,8.0,0.57,1
قمه‌زن,579,6.0,0.6,1
احتماعی,297,7.0,0.6,1
مچ‌بندهای,314,9.0,0.43,1
غلامعباس,610,8.0,0.57,1
برنداشتند,529,9.0,0.5,1
زهرمار,131,6.0,0.6,1
بی‌پیرایه,373,9.0,0.57,1
الصفق,522,5.0,0.6,1
بیسفنول,353,7.0,0.5,1
تقدمهم,115,6.0,0.6,1
خودروبر,147,7.0,0.57,1
آموزش‌و,103,7.0,0.6,1
آمریکاو,125,7.0,0.6,1
واظهار,302,6.0,0.5,1
والمعنوی,162,8.0,0.57,1
گوجه‌سبز,296,8.0,0.56,1
دین‌باور,138,8.0,0.6,1
خواهیدآورد,609,10.0,0.62,1
فورشیا,106,6.0,0.6,1
ترتبط,246,5.0,0.4,1
الجسدی,131,6.0,0.43,1
تجدید‌نظر,411,9.0,0.5,1
بیرانشهر,285,8.0,0.5,1
بکینگ,134,5.0,0.5,1
گفت‌گو,530,6.0,0.6,1
نماشگاه,167,7.0,0.6,1
پرچمدارش,277,8.0,0.43,1
یادکرده,140,7.0,0.6,1
بمعلومات,126,8.0,0.5,1
هرتسوگتوم,124,9.0,0.56,1
دست‌گیر,141,7.0,0.33,1
گمحمد,119,5.0,0.6,1
کنسروشده,126,8.0,0.57,1
افتراء,526,6.0,0.6,1
یک‌هو,199,5.0,0.5,1
متنفرند,578,7.0,0.56,1
موندئو,111,6.0,0.33,1
للکتاب,123,6.0,0.6,1
برهم‌زنندگان,127,12.0,0.6,1
دارندگی,161,7.0,0.6,1
دابودشت,163,7.0,0.6,1
هنرسرای,181,7.0,0.6,1
مخمور,305,5.0,0.5,1
المقبلین,124,8.0,0.5,1
دیکلوفناک,436,9.0,0.5,1
وتوجه,445,5.0,0.6,1
وزوجها,108,6.0,0.6,1
الدهون,317,6.0,0.6,1
ننمایید,247,7.0,0.5,1
توانمندی‌هایش,105,13.0,0.62,1
ازچند,275,5.0,0.4,1
موج‌سوار,362,8.0,0.57,1
ینتقد,298,5.0,0.4,1
بربازار,362,7.0,0.6,1
فینال‌ها,179,8.0,0.6,1
جورجیو,370,6.0,0.33,1
برف‌روب,183,7.0,0.5,1
کرسکتی,151,6.0,0.6,1
ضدفساد,373,6.0,0.6,1
پسوورد,212,6.0,0.6,1
سنچولی,125,6.0,0.6,1
تدخلها,112,6.0,0.6,1
هلی‌کوپترها,195,11.0,0.56,1
التوقیت,263,7.0,0.5,1
سلکشن,672,5.0,0.4,1
منسوبین,321,7.0,0.6,1
جمعآوری,596,7.0,0.5,1
خبرگفت,300,6.0,0.6,1
جدابافته,240,8.0,0.57,1
بندبند,173,6.0,0.33,1
دسته‌اند,852,8.0,0.57,1
استوارند,212,8.0,0.57,1
رودشور,330,6.0,0.4,1
اکسپرسیونیست,330,12.0,0.44,1
پارلیمنت,167,8.0,0.5,1
قیمت‌هاست,469,9.0,0.43,1
سالمسازی,142,8.0,0.5,1
درکانون,140,7.0,0.6,1
زوددویچه,263,8.0,0.57,1
مهاجرت‌کرده,746,11.0,0.6,1
الذراع,125,6.0,0.6,1
به‌خودتان,154,9.0,0.38,1
بیست‌وهفتم,263,10.0,0.33,1
چندمیلیون,138,9.0,0.57,1
کبکاب,174,5.0,0.5,1
مشعل‌دار,110,8.0,0.38,1
تحریمات,185,7.0,0.6,1
وستفالن,223,7.0,0.5,1
انگاه,145,5.0,0.5,1
درکمیته,170,7.0,0.33,1
راترک,164,5.0,0.5,1
اظهار‌نظر,369,9.0,0.43,1
ضدایران,211,7.0,0.6,1
فاجعه‌آفرین,255,11.0,0.45,1
قجابگلی,123,7.0,0.57,1
آلودهبود,250,8.0,0.5,1
تنهاتر,428,6.0,0.4,1
نیهیلیسم,123,8.0,0.5,1
قائلین,169,6.0,0.6,1
اضداد,308,5.0,0.5,1
الکتروکرومیک,230,12.0,0.64,1
راه‌اند,194,7.0,0.6,1
بجرائم,240,6.0,0.29,1
التسلل,326,6.0,0.5,1
المناع,125,6.0,0.6,1
فیلمز,466,5.0,0.5,1
تمامتر,408,6.0,0.6,1
تیسفون,768,6.0,0.5,1
ساینیج,193,6.0,0.5,1
الاجاب,130,6.0,0.5,1
درصحن,253,5.0,0.4,1
مشاهده‌گر,323,9.0,0.62,1
شمایید,588,6.0,0.6,1
پترول,626,5.0,0.5,1
راهگذر,300,6.0,0.6,1
والقتل,370,6.0,0.6,1
فهناک,365,5.0,0.5,1
شلینگ,328,5.0,0.5,1
ومسئولین,246,8.0,0.5,1
می‌جهد,136,6.0,0.43,1
الغفور,131,6.0,0.6,1
گماردن,570,6.0,0.6,1
تولبار,603,6.0,0.5,1
بمساعد,440,6.0,0.4,1
قدسیا,117,5.0,0.5,1
درایوی,141,6.0,0.6,1
پهنه‌بندی,386,9.0,0.5,1
هولوگرامی,126,9.0,0.5,1
برایجاد,129,7.0,0.43,1
مضمحل,466,5.0,0.6,1
تراش‌خورده,271,10.0,0.62,1
للثقاف,105,6.0,0.6,1
هفت‌پیکر,159,8.0,0.6,1
ساکنند,320,6.0,0.6,1
پیتزبورگ,272,8.0,0.43,1
انتظارند,281,8.0,0.57,1
مگنتیت,187,6.0,0.4,1
مرحومان,150,7.0,0.5,1
بلمونت,102,6.0,0.6,1
کاستل,231,5.0,0.5,1
لمرکز,167,5.0,0.6,1
جندیین,231,6.0,0.5,1
گفتاردرمانی,496,11.0,0.62,1
ذی‌حجه,218,6.0,0.5,1
دهناد,235,5.0,0.5,1
اخرجنی,122,6.0,0.43,1
الرمال,109,6.0,0.6,1
دعوت‌شدگان,203,10.0,0.5,1
غیردیپلماتیک,185,12.0,0.5,1
ارسال‌کننده,885,11.0,0.5,1
آدریاتیک,474,8.0,0.5,1
کول‌بران,207,8.0,0.5,1
رودبال,146,6.0,0.5,1
للإطاح,101,6.0,0.6,1
مخدوم,854,5.0,0.5,1
پهن‌برگ,437,7.0,0.5,1
عادل‌آباد,150,9.0,0.5,1
ضدارزش,314,6.0,0.6,1
تاقدیس,170,6.0,0.5,1
سایه‌سار,541,8.0,0.6,1
مکنونات,163,7.0,0.6,1
کادیما,222,6.0,0.4,1
همدرس,128,5.0,0.4,1
البلاغ,434,6.0,0.6,1
برداشت‌شده,187,10.0,0.5,1
المنبثق,127,7.0,0.43,1
الرحم,656,5.0,0.6,1
جناحین,667,6.0,0.5,1
أحدهما,289,6.0,0.6,1
بذله‌گویی,289,9.0,0.5,1
استیتس,156,6.0,0.6,1
توافقنام,109,8.0,0.6,1
شادبودن,143,7.0,0.6,1
پیراستن,157,7.0,0.6,1
المخا,581,5.0,0.4,1
ویکند,700,5.0,0.5,1
محترمین,171,7.0,0.5,1
الکهرباء,834,8.0,0.38,1
مستفاد,375,6.0,0.6,1
چرخاب,279,5.0,0.4,1
المهاجر,304,7.0,0.38,1
سن‌دیه‌گو,421,9.0,0.57,1
بالامکان,153,8.0,0.6,1
الطراز,128,6.0,0.6,1
بایکال,222,6.0,0.5,1
تووالو,234,6.0,0.5,1
جاستیس,101,6.0,0.33,1
یونین,130,5.0,0.5,1
ازبرنامه‌های,231,12.0,0.56,1
خواهدگرداند,194,11.0,0.62,1
الحرج,144,5.0,0.29,1
التوجه,757,6.0,0.43,1
گفتین,150,5.0,0.5,1
العقید,692,6.0,0.6,1
گلیجان,212,6.0,0.5,1
لاسرائیل,168,8.0,0.5,1
ذی‌حق,257,5.0,0.4,1
الصدور,244,6.0,0.6,1
الحیلول,159,7.0,0.5,1
دوتریوم,146,7.0,0.43,1
رهبریت,331,6.0,0.6,1
الکندی,560,6.0,0.6,1
سرگشته,645,6.0,0.6,1
العکر,106,5.0,0.6,1
فروزانمهر,125,9.0,0.57,1
بفرست,559,5.0,0.4,1
محمدعلی‌شاه,274,11.0,0.56,1
هفت‌ماهه,249,8.0,0.57,1
ذوالفنون,672,8.0,0.57,1
نوشتهشدند,111,9.0,0.5,1
جهموری,373,6.0,0.43,1
میرجوان,247,7.0,0.5,1
خواندهشوند,230,10.0,0.62,1
ماست‌خوری,348,9.0,0.57,1
الایمن,376,6.0,0.6,1
والتحالف,201,8.0,0.5,1
انقلابی‌های,325,11.0,0.62,1
پژوهش‌محور,329,10.0,0.5,1
ریلیز,122,5.0,0.5,1
التدریب,382,7.0,0.5,1
نخواندهاست,191,10.0,0.62,1
أنفسکم,472,6.0,0.5,1
تریدنت,145,6.0,0.6,1
سرسپرده,573,7.0,0.5,1
ضاربین,218,6.0,0.5,1
جلب‌نظر,150,7.0,0.33,1
الفیروس,110,7.0,0.6,1
وأصحاب,102,6.0,0.6,1
محمودنژاد,154,9.0,0.57,1
العنیف,399,6.0,0.6,1
عالیشهر,114,7.0,0.6,1
بالکشف,124,6.0,0.4,1
سینکروترون,109,10.0,0.44,1
زبان‌آموزی,277,10.0,0.62,1
خنثی‌کردن,188,9.0,0.57,1
پوستین,529,6.0,0.5,1
موصول,157,5.0,0.5,1
بهجوم,498,5.0,0.33,1
فرفری,259,5.0,0.4,1
تک‌به‌تک,198,8.0,0.57,1
محدود‌کننده,259,11.0,0.6,1
والطائفی,253,8.0,0.6,1
تنسحب,108,5.0,0.6,1
تهرانچی,315,7.0,0.5,1
مهستان,433,6.0,0.6,1
ازراه,128,5.0,0.5,1
میکروارگانیسم‌ها,900,16.0,0.56,1
الجوع,291,5.0,0.33,1
واژه‌پرداز,124,10.0,0.57,1
مجاهدات,317,7.0,0.57,1
تهران‌فر,187,8.0,0.5,1
وارتقاء,141,7.0,0.6,1
درنوردیدن,134,9.0,0.62,1
فیلیکس,297,6.0,0.5,1
بستهمی‌شد,579,9.0,0.57,1
ورق‌پاره,137,8.0,0.5,1
للحیلول,234,7.0,0.6,1
پرجزئیات,105,8.0,0.57,1
القدیر,109,6.0,0.6,1
سیدفرید,309,7.0,0.6,1
شهیدحججی,203,8.0,0.5,1
النشاط,397,6.0,0.6,1
جام‌حذفی,539,8.0,0.44,1
هرگروه,162,6.0,0.4,1
کراس‌اور,165,8.0,0.6,1
اندومتر,127,7.0,0.6,1
دسته‌دسته,528,9.0,0.5,1
بمجلس,479,5.0,0.29,1
المتسارع,112,8.0,0.57,1
فیتوکمیکال,129,10.0,0.57,1
زجاجیه,220,6.0,0.38,1
تاییدصلاحیت,256,11.0,0.57,1
نقدکردن,128,7.0,0.57,1
التحدث,275,6.0,0.5,1
سوخوسوپرجت,129,10.0,0.5,1
وقتمان,320,6.0,0.6,1
برچید,313,5.0,0.4,1
جداکردن,659,7.0,0.62,1
فرودگر,141,6.0,0.6,1
پیداکند,340,7.0,0.43,1
موتکو,262,5.0,0.4,1
افکت‌ها,478,7.0,0.5,1
اصطدام,121,6.0,0.6,1
محرمیت,642,6.0,0.6,1
برحضور,145,6.0,0.6,1
کالکشن,255,6.0,0.6,1
به‌گوش,252,6.0,0.4,1
بودین,286,5.0,0.5,1
انجام‌شدنی,296,10.0,0.33,1
بازمی‌گردانند,144,13.0,0.5,1
ناجیه,126,5.0,0.6,1
منچستر‌یونایتد,135,14.0,0.55,1
کوتاه‌قد,128,8.0,0.43,1
بزرگ‌ترش,332,8.0,0.57,1
أمتار,250,5.0,0.5,1
بدترند,106,6.0,0.5,1
مارکوپولو,541,9.0,0.57,1
جغرافیدانان,140,11.0,0.5,1
نوکلئوتید,347,9.0,0.62,1
الکار,652,5.0,0.5,1
الزاملی,230,7.0,0.6,1
معمولأ,169,6.0,0.6,1
گوستاف,157,6.0,0.5,1
کنوکارپوس,133,9.0,0.57,1
قرارست,214,6.0,0.6,1
الخرطوم,222,7.0,0.5,1
اصراف,142,5.0,0.5,1
سابله,111,5.0,0.5,1
طمطراق,322,6.0,0.6,1
برداشتهشوند,801,11.0,0.44,1
آلودهباشند,129,10.0,0.57,1
رومانتیک,522,8.0,0.6,1
باهتمام,146,7.0,0.6,1
خبرچین,801,6.0,0.5,1
لنینیست,226,7.0,0.6,1
تک‌جنسیتی,191,9.0,0.5,1
المؤثر,357,6.0,0.6,1
محمدخادمی,136,9.0,0.57,1
وشرکت,439,5.0,0.6,1
جاویدنیا,250,8.0,0.57,1
میپرسد,120,6.0,0.5,1
کائیدی,251,6.0,0.6,1
اپراتورهاست,211,11.0,0.56,1
آلودهشود,629,8.0,0.6,1
فنتانیل,101,7.0,0.6,1
درصدند,140,6.0,0.5,1
دردومین,137,7.0,0.6,1
الدخل,166,5.0,0.4,1
جانگوی,114,6.0,0.5,1
وتعدیل,101,6.0,0.33,1
ضددین,153,5.0,0.5,1
هزینه‌شده,104,9.0,0.57,1
هویداست,679,7.0,0.5,1
تمریناتمان,175,10.0,0.57,1
الأهالی,576,7.0,0.6,1
الرجوب,154,6.0,0.43,1
برکشایر,554,7.0,0.6,1
رقصیدن,589,6.0,0.6,1
اوروگوئه,409,8.0,0.57,1
روسپی‌گری,750,9.0,0.57,1
ترینشان,143,7.0,0.6,1
تاجایی‌که,185,9.0,0.57,1
نیمه‌اول,196,8.0,0.6,1
مجانا,304,5.0,0.6,1
والذخائر,129,8.0,0.5,1
دیرحافر,116,7.0,0.33,1
الحقل,216,5.0,0.6,1
شهرفرودگاهی,126,11.0,0.62,1
مومبای,371,6.0,0.5,1
قره‌سو,660,6.0,0.6,1
درمحور,212,6.0,0.6,1
شرطیین,111,6.0,0.6,1
جانلوئیجی,225,9.0,0.5,1
سیزیف,171,5.0,0.5,1
توربوجت,286,7.0,0.11,1
ویدیچ,125,5.0,0.5,1
پرینس,704,5.0,0.5,1
آمارگیر,711,7.0,0.6,1
پیچیدهمی‌شود,567,12.0,0.5,1
دروغ‌پرداز,181,10.0,0.62,1
حفرشده,111,6.0,0.6,1
ابونصر,581,6.0,0.6,1
گلکتیک,116,6.0,0.4,1
پیش‌ترها,146,8.0,0.5,1
آدم‌کش‌های,124,10.0,0.44,1
اتحاذ,104,5.0,0.5,1
نیاموخته,216,8.0,0.6,1
والمعلومات,157,10.0,0.43,1
گلاسر,219,5.0,0.5,1
القریتین,355,8.0,0.5,1
للتطبیع,136,7.0,0.5,1
توطئه‌چینی,624,10.0,0.62,1
د‌هیم,157,5.0,0.5,1
رصدگر,362,5.0,0.4,1
زالزالک,794,7.0,0.6,1
للسلام,492,6.0,0.6,1
الملیونی,187,8.0,0.57,1
ازشرکت‌های,174,10.0,0.5,1
کامپتون,221,7.0,0.6,1
تخصیب,341,5.0,0.5,1
طرف‌دار,130,7.0,0.43,1
می‌انگارند,292,10.0,0.57,1
الرئاسات,103,8.0,0.5,1
دین‌مدار,327,8.0,0.4,1
میرشب,174,5.0,0.5,1
آرزوست,532,6.0,0.6,1
هربشکه,354,6.0,0.33,1
دورنگ,293,5.0,0.4,1
میتونم,799,6.0,0.5,1
الصوفیه,114,7.0,0.6,1
مدیرفیلمبرداری,210,14.0,0.6,1
بلفاست,532,6.0,0.6,1
اعوجاج,741,6.0,0.5,1
والنتین,433,7.0,0.6,1
ایمیج,367,5.0,0.4,1
بنفسه,572,5.0,0.4,1
پاشیدهشد,223,8.0,0.6,1
متقلبین,136,7.0,0.43,1
وستمینستر,234,9.0,0.5,1
برتولت,364,6.0,0.6,1
استنادا,370,7.0,0.5,1
ناسنجیده,255,8.0,0.57,1
آنتی‌ویروس,633,10.0,0.62,1
مد‌یر,233,5.0,0.5,1
مقترحات,264,7.0,0.5,1
سیعلن,104,5.0,0.4,1
وقتایی,131,6.0,0.6,1
مغانلو,110,6.0,0.6,1
همجنس‌گرایانه,233,13.0,0.6,1
برنمی‌داشت,110,10.0,0.5,1
ایجاده,383,6.0,0.6,1
المکارم,217,7.0,0.5,1
ویرفض,113,5.0,0.5,1
للمسؤولین,181,9.0,0.57,1
به‌وسیله‌ی,394,10.0,0.57,1
گرفتهنشدهبود,426,12.0,0.45,1
فرادستگاهی,784,10.0,0.57,1
دربرگرفت,260,8.0,0.5,1
اذغان,102,5.0,0.5,1
فاسبندر,346,7.0,0.5,1
موهومات,179,7.0,0.6,1
شبتای,119,5.0,0.5,1
الزین,119,5.0,0.5,1
انصرف,101,5.0,0.6,1
وامکان,214,6.0,0.5,1
تروریست‌پرور,129,12.0,0.6,1
دشتبان,135,6.0,0.4,1
اقصاد,491,5.0,0.5,1
والبر,109,5.0,0.5,1
رضاقلی,356,6.0,0.6,1
اوپوله,190,6.0,0.6,1
پرسپکتیو,525,8.0,0.57,1
همسورث,161,6.0,0.6,1
نگاشتهمی‌شود,126,12.0,0.44,1
مهدیقلی,113,7.0,0.6,1
سالیست,183,6.0,0.5,1
برقطر,174,5.0,0.6,1
سربراه,576,6.0,0.6,1
یحتاجون,116,7.0,0.43,1
اصلی‌شان,894,8.0,0.6,1
دکترسید,277,7.0,0.29,1
مستنقع,106,6.0,0.5,1
سرپیچ,161,5.0,0.4,1
شیراندامی,218,9.0,0.6,1
فرنگی‌های,476,9.0,0.5,1
ویعود,198,5.0,0.33,1
نقل‌و‌انتقال,199,12.0,0.56,1
البریج,156,6.0,0.43,1
گورخوابی,777,8.0,0.5,1
اسپلیتر,115,7.0,0.5,1
نخواهندماند,569,11.0,0.5,1
اوروبی,292,6.0,0.6,1
فوکودا,182,6.0,0.6,1
غیرجدی,112,6.0,0.33,1
الاستعراض,182,9.0,0.57,1
نوردوز,401,6.0,0.4,1
بهاییان,637,7.0,0.6,1
نتمکن,174,5.0,0.6,1
کیستی,642,5.0,0.5,1
والسلمین,132,8.0,0.57,1
نیومزدا,132,7.0,0.5,1
خشکاند,242,6.0,0.4,1
دوست‌دختر,251,9.0,0.33,1
غیرمشروع,352,8.0,0.43,1
نووستی,629,6.0,0.6,1
حل‌شدن,112,6.0,0.5,1
الشرایع,166,7.0,0.5,1
کربونیل,200,7.0,0.5,1
یکپارچه‌شدن,113,11.0,0.56,1
شستهمی‌شوند,122,11.0,0.44,1
الجراجیر,104,8.0,0.25,1
فارنت,333,5.0,0.5,1
المثل‌های,163,9.0,0.57,1
بی‌نظر,136,6.0,0.6,1
خاله‌زنک,111,8.0,0.57,1
متعهدند,258,7.0,0.5,1
استئومیلیت,129,10.0,0.62,1
الأشرف,134,6.0,0.43,1
تواناست,373,7.0,0.6,1
الرشید,637,6.0,0.6,1
مانسون,260,6.0,0.4,1
فهرست‌وار,464,9.0,0.22,1
گه‌گاه,351,6.0,0.6,1
چارترد,561,6.0,0.29,1
اصغرپور,138,7.0,0.5,1
بداندیشان,118,9.0,0.57,1
محتشمی‌پور,441,10.0,0.5,1
دادهمی‌شدند,368,11.0,0.62,1
بردارانی,150,8.0,0.6,1
مخصوصه,106,6.0,0.4,1
فیتواستروژن,169,11.0,0.56,1
رشتهشدند,578,8.0,0.57,1
الکرام,814,6.0,0.6,1
استدر,246,5.0,0.6,1
تناسبات,335,7.0,0.6,1
پیدایی,458,6.0,0.6,1
واقع‌نگر,215,8.0,0.38,1
سختکوشی,815,7.0,0.6,1
گذشتهشود,674,8.0,0.5,1
رنجاند,105,6.0,0.29,1
بامدادان,103,8.0,0.6,1
ان‌شاء,450,6.0,0.6,1
یکشنبه‌شب,232,9.0,0.43,1
المتهم,563,6.0,0.5,1
غیردستوری,643,9.0,0.57,1
دیگردر,176,6.0,0.6,1
الأنظار,187,7.0,0.5,1
فلاندن,116,6.0,0.6,1
خواهدسپرد,285,9.0,0.5,1
پدرزنش,370,6.0,0.5,1
وتجری,170,5.0,0.5,1
کوچک‌ترها,148,9.0,0.57,1
برترند,142,6.0,0.5,1
الرجس,137,5.0,0.6,1
یشکلون,224,6.0,0.33,1
وطنهم,121,5.0,0.6,1
زمان‌شناس,377,9.0,0.43,1
چندکاره,464,7.0,0.5,1
بندباز,411,6.0,0.4,1
والمفاوضات,109,10.0,0.57,1
براندون,322,7.0,0.6,1
مینامند,124,7.0,0.5,1
ستصبح,139,5.0,0.4,1
گانتر,101,5.0,0.5,1
قارداش,103,6.0,0.5,1
متربرثانیه,142,10.0,0.57,1
المعقول,109,7.0,0.57,1
انخفض,114,5.0,0.6,1
آرژنین,273,6.0,0.6,1
السیاحی,410,7.0,0.6,1
یونکرس,274,6.0,0.4,1
سوسول,195,5.0,0.5,1
بتمویل,221,6.0,0.5,1
بازستاند,108,8.0,0.43,1
پاولوف,105,6.0,0.6,1
شاء‌الله,165,8.0,0.6,1
برچسب‌ها‌ها,440,11.0,0.5,1
چای‌کار,257,7.0,0.6,1
مینسکی,109,6.0,0.4,1
کولونوسکوپی,511,11.0,0.5,1
غیر‌قابل,754,8.0,0.5,1
ارتکبوا,122,7.0,0.5,1
تلفن‌هوشمند,276,11.0,0.5,1
ببالند,305,6.0,0.6,1
بورکهارت,109,8.0,0.6,1
والکر,180,5.0,0.5,1
راستگرا,488,7.0,0.4,1
چهاربار,210,7.0,0.5,1
سرخ‌پوستان,628,10.0,0.33,1
العاده‌اش,524,9.0,0.57,1
سخن‌گفتن,229,8.0,0.38,1
همفکرانشان,168,10.0,0.62,1
مدیرشبکه,228,8.0,0.57,1
هیدرامین,111,8.0,0.5,1
تولیم,117,5.0,0.5,1
والمال,141,6.0,0.5,1
شاهگوش,681,6.0,0.5,1
چندمین‌بار,211,10.0,0.38,1
کدنام,102,5.0,0.5,1
تبادکان,166,7.0,0.43,1
مشکلاتمان,857,9.0,0.57,1
ونظارت,530,6.0,0.6,1
پیشی‌گرفتن,157,10.0,0.62,1
درکسب,115,5.0,0.4,1
صبحدم,116,5.0,0.6,1
مجیدآباد,130,8.0,0.57,1
پاسخ‌دهندگان,673,12.0,0.62,1
دربربگیرد,132,9.0,0.62,1
البارد,413,6.0,0.4,1
سونورا,206,6.0,0.6,1
پشتام,140,5.0,0.5,1
افتتاخ,121,6.0,0.6,1
میابند,143,6.0,0.6,1
اردوباد,207,7.0,0.5,1
دهندگی,357,6.0,0.6,1
المقاتلون,112,9.0,0.62,1
للدعم,121,5.0,0.4,1
بگوویچ,744,6.0,0.6,1
قاجارعکس,128,8.0,0.43,1
یدافع,383,5.0,0.33,1
وصنعت,819,5.0,0.6,1
پرستشگاه,574,8.0,0.57,1
سناریست,126,7.0,0.6,1
پیشقراول,288,8.0,0.6,1
رندال,183,5.0,0.5,1
احسان‌پور,225,9.0,0.57,1
هامبورغ,228,7.0,0.6,1
تصنیع,540,5.0,0.5,1
فلمینگ,740,6.0,0.4,1
تاثیراتش,264,8.0,0.6,1
ثبتارش,374,6.0,0.6,1
اشتباک,221,6.0,0.6,1
الولد,137,5.0,0.5,1
کج‌خلق,108,6.0,0.38,1
طاقدیس,212,6.0,0.5,1
خزنده‌کفلان,102,11.0,0.56,1
بدسرپرستی,134,9.0,0.57,1
نرماشیر,446,7.0,0.6,1
الجاهلی,272,7.0,0.57,1
چترباز,725,6.0,0.33,1
کوندوگبیا,119,9.0,0.57,1
غیرعربی,148,7.0,0.6,1
بی‌تکلف,406,7.0,0.6,1
الإطلاق,504,7.0,0.6,1
والأهم,103,6.0,0.5,1
التجنیس,101,7.0,0.43,1
غیرمنسجم,127,8.0,0.43,1
سیجعل,197,5.0,0.33,1
المصور,287,6.0,0.5,1
کاردوست,144,7.0,0.33,1
جاشمعی,123,6.0,0.33,1
الحبیب,429,6.0,0.6,1
الوعد,204,5.0,0.6,1
چارجر,311,5.0,0.29,1
مردم‌فریب,816,9.0,0.5,1
خودپسند,145,7.0,0.38,1
درکوتاه‌ترین,118,12.0,0.6,1
الطقس,186,5.0,0.6,1
تسریب,245,5.0,0.5,1
واحدا,897,5.0,0.5,1
منجلاب,867,6.0,0.43,1
الانتحار,335,8.0,0.5,1
میبرند,629,6.0,0.5,1
اضافه‌برداشت,205,12.0,0.62,1
سرسنگی,881,6.0,0.6,1
